Product,Category,Regular Price,Discounted Price,Code,Material
MENS PANJABI,Men's Collection,"2,590.00","1,813.00",PH-PANB-TM21-11W-0259,100% COTTON
MENS PANJABI,Men's Collection,"2,290.00","1,603.00",PH-PANB-TM21-11W-13488,100% COTTON
MENS PANJABI,Men's Collection,"2,590.00","1,813.00",PH-PANE-TM21-11W-0273,100% COTTON
MENS PANJABI,Men's Collection,"2,490.00","1,743.00",PH-PANK-TM21-11W-0274,100% COTTON
MENS PANJABI,Men's Collection,"1,790.00","1,253.00",SB-PANK-TM21-11W-0277,BLENDED
MENS PANJABI,Men's Collection,"2,090.00","1,463.00",JS-PANB-TM21-11W-0278,100% COTTON
MENS PANJABI-WHITE 1,Men's Collection,"1,790.00",NO Discount,NA-PANB-TM22-05F-60,LINEN
MENS PANJABI-MASTARD,Men's Collection,"3,190.00",NO Discount,RA-PANE-TM22-05F-18601,LINEN
MENS PANJABI-PEACHY KEEN,Men's Collection,"2,490.00",NO Discount,JS-PANK-TM22-05F-18837,COTTON
MENS PANJABI-WHITE STRIPE,Men's Collection,"1,790.00",NO Discount,NA-PANB-TM22-05F-60,LINEN
MENS PANJABI-GREY 1,Men's Collection,"2,290.00",NO Discount,NA-PANE-TM22-05F-41,100% COTTON
MENS PANJABI-MAROON 1,Men's Collection,"2,290.00",NO Discount,NA-PANE-TM22-05F-41,100% COTTON
MENS PANJABI-INK BLACK,Men's Collection,"2,790.00",NO Discount,NA-PANB-TM22-05F-71,BLENDED
MENS PANJABI-MAROON,Men's Collection,"1,890.00",NO Discount,RA-PANB-TM22-04B-19371,BLENDED
MENS PANJABI-BLUE,Men's Collection,"2,490.00",NO Discount,NA-PANB-TM22-05F-62,100% COTTON
MENS POLO,Men's Collection,"1,090.00",545.00,RK-POL-TM19-12W-1128,100% POLYESTER
MENS POLO,Men's Collection,"1,090.00",545.00,RK-POL-TM19-12W-1129,100% POLYESTER
MENS POLO,Men's Collection,790.00,474.00,RK-POL-TM20-02F-0019,65% POLYESTER 35% COTTON
MENS POLO,Men's Collection,"1,090.00",763.00,ST-POL-TM21-03S-0036,80% COTTON 20% POLYSTER
MENS POLO,Men's Collection,"1,090.00",654.00,,
MENS POLO,Men's Collection,"1,290.00",774.00,,
MENS POLO,Men's Collection,"1,290.00",774.00,,
MENS POLO,Men's Collection,"1,290.00",774.00,,
MENS POLO,Men's Collection,"1,290.00",NO Discount,,
MENS POLO,Men's Collection,"1,190.00",595.00,RK-POL-TM19-11W-0883,100% COTTON
MENS POLO,Men's Collection,"1,190.00",595.00,ST-POL-TM19-11W-0775,COTTON
MENS POLO,Men's Collection,"1,090.00",545.00,PH-POL-TM19-05F-0198,100% COTTON
MENS POLO,Men's Collection,"1,090.00",545.00,RK-POL-TM19-05F-0346,100% POLYESTER
MENS POLO,Men's Collection,950.00,475.00,RK-POL-TM19-06F-0368,100% POLYESTER
MENS POLO,Men's Collection,"1,190.00",595.00,RK-POL-TM19-12W-1132,100% COTTON
MENS POLO,Men's Collection,"1,190.00",714.00,NM-POL-TM20-05F-0430,100% COTTON
MENS POLO,Men's Collection,"1,290.00",774.00,NM-POL-TM20-04A-0344,100% COTTON
MENS SHOES,Men's Collection,"3,990.00","1,995.00",,
MENS SHOES,Men's Collection,"3,990.00","1,995.00",MEN'S SHOES,FH-SHO-TM19-11W-1104
MENS SHOES,Men's Collection,"3,990.00","1,995.00",,
MENS T- SHIRT,Men's Collection,690.00,345.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,690.00,345.00,,
MENS T- SHIRT,Men's Collection,550.00,275.00,,
MENS T- SHIRT,Men's Collection,690.00,345.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,550.00,275.00,,
MENS T- SHIRT,Men's Collection,590.00,295.00,,
MENS T- SHIRT,Men's Collection,590.00,354.00,,
MENS T- SHIRT,Men's Collection,590.00,354.00,,
MENS T- SHIRT,Men's Collection,590.00,354.00,,
MENS T- SHIRT,Men's Collection,590.00,354.00,,
MENS T- SHIRT,Men's Collection,590.00,354.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS VEST,Men's Collection,"2,790.00","1,674.00",,
MENS VEST,Men's Collection,"2,890.00","1,734.00",,
MENS VEST,Men's Collection,"3,190.00",NO Discount,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,550.00,385.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,650.00,325.00,,
MENS T- SHIRT,Men's Collection,650.00,390.00,,
MENS T- SHIRT,Men's Collection,650.00,390.00,,
MENS T- SHIRT,Men's Collection,690.00,414.00,,
MENS T- SHIRT,Men's Collection,590.00,413.00,,
MENS T- SHIRT,Men's Collection,390.00,195.00,PH-TSH-TM19-0082,100% COTTON
MENS TROUSER PAJAMA,Men's Collection,790.00,553.00,PH-TRP-TM21-05F-0179,100% COTTON
MENS T- SHIRT,Men's Collection,550.00,275.00,ST-TSH-TM19-08A-0457,100% COTTON
MENS T- SHIRT,Men's Collection,650.00,325.00,RK-TSH-TM19-10-0827,100% COTTON
MENS T- SHIRT,Men's Collection,650.00,325.00,RH-TST-TM19-08A-0528,95% COTTON 5% SPANDEX
MENS T- SHIRT,Men's Collection,690.00,414.00,ST-TSH-TM20-04B-0239,100% COTTON
MENS TANK TOP,Men's Collection,450.00,225.00,RK-TNK-TM19-05F-0271,100% COTTON
MENS DENIM PANT-BLUE,Men's Collection,"1,990.00","1,393.00",AJ-DEN-TM21-03SS-0038.2,98% COTTON & 2% ELASTANE
MENS SHORT SLEEVE SHIRT-BLUE AOP,Men's Collection,"1,490.00",NO Discount,ST-SHTS-TM22-02SS-0035,100% COTTON
MENS SHORT SLEEVE SHIRT-WHITE AOP,Men's Collection,"1,490.00",NO Discount,ST-SHTS-TM22-02SS-0035,100% COTTON
MENS BASIC PANJABI-NAVY KALKA PRINT,Men's Collection,"1,590.00",NO Discount,SN-PANB-TM22-05F-12,100% COTTON
MENS POLO-BLUE RED,Men's Collection,"1,190.00",714.00,NM-POL-TM20-02S-0091,100% COTTON
MENS POLO-GREEN 1,Men's Collection,"1,190.00",714.00,NM-POL-TM20-02S-0091,100% COTTON
MENS POLO-WHITE AOP 1,Men's Collection,"1,190.00",714.00,NM-POL-TM20-02S-0091,100% COTTON
MENS CASUAL SHIRT-CINNAMON,Men's Collection,"1,590.00",NO Discount,CL-SHT-TM22-02F-0010,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT-NAVY,Men's Collection,"1,590.00",NO Discount,CL-SHT-TM22-02F-0010,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- MULTI COLOR AOP,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0096,100% COTTON
MENS CASUAL SHIRT- WHITE AND NAVY AOP,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0096,100% COTTON
MENS POLO- BLACK,Men's Collection,"1,190.00",NO Discount,ZM-POL-TM22-05F-0089,100% COTTON
MENS POLO- BLACK,Men's Collection,"1,190.00",NO Discount,ZM-POL-TM22-05F-0090,100% COTTON
MENS POLO- GREEN,Men's Collection,"1,190.00",NO Discount,ZM-POL-TM22-05F-0090,100% COTTON
MENS POLO- MAROON,Men's Collection,"1,190.00",NO Discount,ZM-POL-TM22-05F-0090,100% COTTON
MENS CASUAL SHIRT- SAFRAN YELLOW,Men's Collection,"1,590.00",NO Discount,CL-SHT-TM22-02F-0010,"100% COTTON,S/J,160 GSM"
MENS DENIM PANT-DARK BLUE,Men's Collection,"1,790.00","1,253.00",ST-DEN-TM21-03SS-0041,98% COTTON & 2% ELASTANE
MENS DENIM PANT- BLACK,Men's Collection,"1,790.00","1,253.00",ST-DEN-TM21-03SS-0061,98% COTTON & 2% ELASTANE
MENS CASUAL SHIRT- BLACK,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0081.1,100% COTTON
MENS CASUAL SHIRT- SKY BLUE,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0081.1,100% COTTON
MENS CASUAL SHIRT- BLACK AOP,Men's Collection,"1,490.00",NO Discount,ST-SHTS-TM22-02SS-0034,100% COTTON
MENS CASUAL SHIRT- NAVY BLUE,Men's Collection,"1,590.00",954.00,ST-SHT-TM20-03M-0023.,100% COTTON
MENS CASUAL SHIRT- BLACK & YELLOW,Men's Collection,"1,290.00",903.00,ST-SHT-TM21-04SS-0099-2,100% COTTON
MENS CASUAL SHIRT- GREY AND FOREST GREEN,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0094,100% COTTON
MENS CASUAL SHIRT- WHITE BLACK AOP,Men's Collection,,"1,490.00",ST-SHTS-TM22-02SS-0033,100% COTTON
MENS CASUAL SHIRT- BLACK WHITE STRIPE,Men's Collection,,"1,490.00",ST-SHTS-TM22-02SS-0033,100% COTTON
MENS CASUAL SHIRT- BLUE WHITE AOP,Men's Collection,,"1,490.00",ST-SHTS-TM22-02SS-0033,100% COTTON
MENS CINO PANT- NAVY,Men's Collection,"1,850.00","1,295.00",AJ-TWI-TM21-03S-0068,100% COTTON
MENS DENIM PANT- WHITE,Men's Collection,"1,990.00","1,393.00",ST-DEN-TM21-03SS-0057,98% COTTON & 2% ELASTANE
MENS SHORTS PANT- LT BEIGE,Men's Collection,,990.00,ST-SOT-TM21-03SS-0071.,100% COTTON
MENS SHORTS PANT- WHITE,Men's Collection,,990.00,ST-SOT-TM21-03SS-0071.,100% COTTON
MENS CASUAL SHIRT- MULTI COLOR,Men's Collection,,"1,590.00",CL-SHT-TM22-04S-0001,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- WHITE ORANGE,Men's Collection,,"1,690.00",ST-SHT-TM22-02SS-0022,100% COTTON
MENS CASUAL SHIRT- PINK,Men's Collection,"1,590.00",NO Discount,CL-SHT-TM22-02F-0003,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- WHITE ORANGE AOP,Men's Collection,,"1,690.00",ST-SHT-TM22-02SS-0029,100% COTTON
MENS CASUAL SHIRT- WHITE GREEN AOP,Men's Collection,,"1,690.00",ST-SHT-TM22-02SS-0029,100% COTTON
MENS CASUAL SHIRT- YELLOW,Men's Collection,,"1,590.00",CL-SHT-TM22-04S-0002,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT-BLACK ORANGE,Men's Collection,"1,690.00","1,183.00",ST-SHT-TM21-04SS-0098,100% COTTON
MENS CASUAL SHIRT- BLUE,Men's Collection,,"1,590.00",CL-SHT-TM22-04S-0004,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- NAVY,Men's Collection,,"1,590.00",CL-SHT-TM22-04S-0007,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- BLACK WHITE,Men's Collection,"1,590.00","1,113.00",ST-SHT-TM21-04SS-0104-2,100% COTTON
MENS CASUAL SHIRT- LIGHT BLUE,Men's Collection,,"1,590.00",CL-SHT-TM22-02F-0009,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- MINT GREEN,Men's Collection,,"1,590.00",CL-SHT-TM22-02F-0009,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- SAND,Men's Collection,,"1,590.00",CL-SHT-TM22-02F-0009,"100% COTTON,S/J,160 GSM"
MENS CASUAL SHIRT- DARK BLUE,Men's Collection,,"1,590.00",CL-SHT-TM22-02F-0020,"100% COTTON,S/J,160 GSM"
MENS POLO- CYAN BLUE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0098,100% COTTON
MENS POLO- WHITE AOP,Men's Collection,"1,190.00",714.00,NM-POL-TM20-02S-0092,100% COTTON
MENS POLO- WHITE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0098,100% COTTON
MENS POLO- ORANGE AOP,Men's Collection,"1,190.00",714.00,NM-POL-TM20-02S-0092,100% COTTON
MENS DENIM PANT- DARK BLUE,Men's Collection,"2,190.00",NO Discount,AJ-DEN-TM22-02S-0038,98% COTTON 2% SPANDEX
MENS FORMAL PANT- GREY,Men's Collection,"1,890.00","1,323.00",MT-FPN-TM21-05F-0251,BLENDED
MENS FORMAL PANT- ASH,Men's Collection,"2,090.00",NO Discount,MT-FPN-TM22-02S-0275,COTTON
MENS FORMAL PANT- DRESS BLUE,Men's Collection,"2,090.00",NO Discount,MT-FPN-TM22-02S-0275,COTTON
MENS FORMAL PANT- INK BLACK,Men's Collection,"2,090.00",NO Discount,MT-FPN-TM22-02S-0275,COTTON
MENS FORMAL PANT- NAVY,Men's Collection,"2,090.00",NO Discount,MT-FPN-TM22-02S-0275,COTTON
MENS FORMAL PANT- CHARCOL,Men's Collection,"2,090.00",NO Discount,MT-FPN-TM22-02S-0275,COTTON
MENS PANJABI- BLACK,Men's Collection,,"2,090.00",SB-PANB-TM22-05F-18839,BLENDED
MENS PANJABI- BLUE,Men's Collection,,"2,090.00",SB-PANB-TM22-05F-18839,BLENDED
MENS EMBROIDERY PANJABI- BLACK,Men's Collection,,"2,465.00",NA-PANE-TM22-07A-157,COTTON
MENS PANJABI- BLACK,Men's Collection,,"1,907.00",NA-PANB-TM22-07A-73,BLENDED
MENS PANJABI- WHITE,Men's Collection,,"1,907.00",NA-PANB-TM22-07A-73,BLENDED
MENS PANJABI- NAVY,Men's Collection,,"1,907.00",NA-PANB-TM22-07A-73,BLENDED
MENS PANJABI- BLACKBERRY CORDIAL,Men's Collection,,"2,781.00",JS-PANB-TM22-07A-18306,BLENDED
MENS PANJABI- BLUE,Men's Collection,,"2,781.00",JS-PANB-TM22-07A-18306,BLENDED
MENS PANJABI- MAROON,Men's Collection,,"2,781.00",JS-PANB-TM22-07A-18306,BLENDED
MENS KABLI- VIOLET,Men's Collection,,"2,977.00",PH-KABB-TM22-07A-18868.,LINEN
MENS KABLI- KHAKI,Men's Collection,,"3,023.00",PH-KABB-TM22-07A-18491,LINEN
MENS KABLI- OLIVE,Men's Collection,,"3,023.00",PH-KABB-TM22-07A-18491,LINEN
MENS KARCHUPI PANJABI- GOLDEN,Men's Collection,,"2,781.00",PH-PANK-TM22-07A-16792,BLENDED
MENS KARCHUPI PANJABI- COFFEE,Men's Collection,,"2,781.00",PH-PANK-TM22-07A-16792,BLENDED
MENS EMBROIDERY PANJABI- GREY,Men's Collection,,"1,944.00",SB-PANE-TM22-07A-17418,COTTON
MENS EMBROIDERY PANJABI- DARK GREY,Men's Collection,,"1,944.00",SB-PANE-TM22-07A-17418,COTTON
MENS PANJABI- BLUE,Men's Collection,,"1,907.00",JS-PANB-TM22-07A-18947,COTTON
MENS PANJABI- GREEN,Men's Collection,,"1,907.00",JS-PANB-TM22-07A-18947,COTTON
MENS PANJABI- RED,Men's Collection,,"1,907.00",JS-PANB-TM22-07A-18947,COTTON
MENS PANJABI- BLUE,Men's Collection,,"2,605.00",MY-PANB-TM22-07A-18774,BLENDED
MENS EMBROIDERY PANJABI- OLIVE,Men's Collection,,"2,316.00",RA-PANE-TM22-07A-18090,BLENDED
MENS EMBROIDERY PANJABI- ASHLY BLUE,Men's Collection,,"2,558.00",JS-PANE-TM22-07A-15598,COTTON
MENS EMBROIDERY PANJABI- POTENT PURPLE,Men's Collection,,"2,558.00",JS-PANE-TM22-07A-15598,COTTON
MENS PANJABI- COFFEE,Men's Collection,,"1,767.00",NA-PANB-TM22-07A-77,LINEN
MENS PANJABI- MAROON,Men's Collection,,"1,767.00",NA-PANB-TM22-07A-77,LINEN
MENS PANJABI- BLACK,Men's Collection,,"1,535.00",PH-PANB-TM22-07A-18860,BLENDED
MENS PANJABI- OLIVE,Men's Collection,,"1,535.00",PH-PANB-TM22-07A-18860,BLENDED
MENS PANJABI- WHITE,Men's Collection,,"1,535.00",PH-PANB-TM22-07A-18860,BLENDED
MENS PANJABI- YELLOW,Men's Collection,,"1,535.00",PH-PANB-TM22-07A-18860,BLENDED
MENS PANJABI- OLIVE,Men's Collection,,"1,581.00",NA-PANB-TM22-07A-72,COTTON
MENS PANJABI- GRAY,Men's Collection,,"1,758.00",NA-PANB-TM22-07A-78,COTTON
MENS PANJABI- MINT,Men's Collection,,"1,758.00",NA-PANB-TM22-07A-78,COTTON
MENS CINO PANT- DARK OLIVE,Men's Collection,,"1,690.00",HI-CHNS-TM22-02S-0057,100% COTTON
MENS PANJABI- COFFEE,Men's Collection,,"1,990.00",NA-PANB-TM22-05F-76,COTTON
MENS PANJABI- MAROON,Men's Collection,,"1,990.00",NA-PANB-TM22-05F-76,COTTON
MENS PANJABI- RED,Men's Collection,,"1,990.00",NA-PANB-TM22-05F-76,COTTON
MENS PANJABI- BLACK,Men's Collection,,"1,851.00",JS-PANB-TM22-07A-18841,COTTON
MENS PANJABI- DEEP BLUE,Men's Collection,,"1,851.00",JS-PANB-TM22-07A-18841,COTTON
MENS PANJABI- MAROON,Men's Collection,,"1,990.00",,
MENS PANJABI- WHITE,Men's Collection,,"1,990.00",JS-PANB-TM22-05F-18946,COTTON
MENS T-SHIRT- LIGHT GREY,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS T-SHIRT- ORANGE,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS T-SHIRT- ROYAL BLUE,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS T-SHIRT- BLACK,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS T-SHIRT- RED,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS T-SHIRT- YELLOW FLOUR,Men's Collection,,642.00,ST-TSHA-TM22-07A-0148,100% POLYESTER
MENS POLO- WHITE,Men's Collection,,"1,200.00",ZM-POL-TM22-07F-0134,PIQUE FABRIC 100% COTTON
MENS PANJABI- OLIVE,Men's Collection,,"1,581.00",RA-PANB-TM22-07A-18373,COTTON
MENS PANJABI- WHITE,Men's Collection,,"1,581.00",RA-PANB-TM22-07A-18373,COTTON
MENS EMBROIDERY PANJABI- BLACK,Men's Collection,,"2,186.00",JS-PANE-TM22-07A-18840,COTTON
MENS EMBROIDERY PANJABI- DEEP BLUE,Men's Collection,,"2,186.00",JS-PANE-TM22-07A-18840,COTTON
MENS DENIM PANT- DARK BLUE,Men's Collection,,"2,190.00",AJ-DEN-TM22-02S-0037,98% COTTON 2% SPANDEX
MENS DENIM PANT- BLACK,Men's Collection,,"2,190.00",AJ-DEN-TM22-02S-0080,98% COTTON 2% SPANDEX
MENS DENIM PANT- DARK BLUE,Men's Collection,,"2,190.00",AJ-DEN-TM22-02S-0079,98% COTTON 2% SPANDEX
MENS KABLI- MAROON,Men's Collection,,"2,884.00",JS-KAB-TM22-07A-18741,LINEN
MENS EMBROIDERY PANJABI- MAROON,Men's Collection,,"2,837.00",NA-PANE-TM22-07A-70,BLENDED
MENS EMBROIDERY PANJABI- OLIVE,Men's Collection,,"2,837.00",NA-PANE-TM22-07A-70,BLENDED
MENS CASUAL SHIRT- BLACK,Men's Collection,,"1,590.00",HI-SHT-TM22-05F-0120.1,100% COTTON
MENS CASUAL SHIRT- OLIVE,Men's Collection,,"1,590.00",HI-SHT-TM22-05F-0120,100% COTTON
MENS CASUAL SHIRT- BLUE,Men's Collection,,"1,590.00",HI-SHT-TM22-05F-0114,100% COTTON
MENS CASUAL SHIRT- WHITE,Men's Collection,,"1,590.00",HI-SHT-TM22-05F-0114,100% COTTON
MENS T-SHIRT- PURPLE,Men's Collection,,791.00,ST-TSHA-TM22-07A-0166,100% POLYESTER
MENS CASUAL SHIRT- KHAKI,Men's Collection,,"1,590.00",HI-SHT-TM22-07A-0113.1,100% COTTON
MENS EMBROIDERY PANJABI- BLACK,Men's Collection,,"1,907.00",PH-PANE-TM22-07A-18776,LINEN
MENS EMBROIDERY PANJABI- NAVY,Men's Collection,,"1,907.00",PH-PANE-TM22-07A-18776,LINEN
MENS KARCHUPI PANJABI- MAROON,Men's Collection,,"2,781.00",RA-PANK-TM22-07A-18953,COTTON
MENS DENIM PANT- BLACK,Men's Collection,,"2,190.00",AJ-DEN-TM22-02S-0081,98% COTTON 2% SPANDEX
MENS POLO- YELLOW,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0100,100% COTTON
MENS POLO- NAVY BLUE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0087,100% COTTON
MENS POLO- ROSE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0087,100% COTTON
MENS POLO- NAVY BLUE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0099,100% COTTON
MENS POLO- BLACK,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0099,100% COTTON
MENS POLO- BARKING RED,Men's Collection,,"1,200.00",ST-POLB-TM22-05F-0160,100% COTTON
MENS POLO- WHITE,Men's Collection,,"1,200.00",ST-POLB-TM22-05F-0160,100% COTTON
MENS CINO PANT- BROWN/BLACK,Men's Collection,,"1,590.00",HI-CHNS-TM22-02S-0068.1,100% COTTON
MENS CINO PANT- GREY,Men's Collection,,"1,490.00",HI-CHNS-TM22-02S-0068,100% COTTON
MENS TWIL PANT- BLUE,Men's Collection,,"1,690.00",HI-TWLS-TM22-02S-0064,100% COTTON
MENS CASUAL SHIRT- MULTI COLOR,Men's Collection,,"1,590.00",CL-SHT-TM22-04S-0017,"100% COTTON,S/J,160 GSM"
MENS T-SHIRT- BLACK & BLUE,Men's Collection,,642.00,ST-TSHA-TM22-07A-0150.,100% POLYESTER
MENS T-SHIRT- BLACK & RED,Men's Collection,,791.00,ST-TSHA-TM22-07A-0170,100% POLYESTER
MENS T-SHIRT- OLIVE,Men's Collection,,791.00,ZM-TSH-TM22-02F-0111,100% COTTON
MENS T-SHIRT- BLACK & ORANGE,Men's Collection,,642.00,ST-TSHA-TM22-07A-0150.,100% POLYESTER
MENS T-SHIRT- BLACK,Men's Collection,,791.00,ST-TSHA-TM22-07A-0167,100% POLYESTER
MENS T-SHIRT- BLACK,Men's Collection,,735.00,ST-TSH-TM22-07A-0126,98% COTTON 2% SPANDEX
MENS T-SHIRT- WHITE,Men's Collection,,735.00,ST-TSH-TM22-07A-0129,98% COTTON 2% SPANDEX
MENS POLO- BLACK,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0091,60% COTTON 40% POLYESTER
MENS POLO- BLUE,Men's Collection,,"1,190.00",ZM-POL-TM22-05F-0091,60% COTTON 40% POLYESTER
MENS POLO- BOTANICAL,Men's Collection,"1,290.00",774.00,NM-POL-TM20-04A-0342,100% COTTON
MENS SHORTS PANT- KHAKI,Men's Collection,,990.00,ST-SOT-TM21-03SS-0072,100% COTTON
MENS CASUAL SHIRT- BLUE,Men's Collection,"1,490.00",745.00,PH-CAS-TM19-05F-0195,100% COTTON
MENS CASUAL SHIRT- PINK,Men's Collection,"1,490.00",745.00,PH-CAS-TM19-05F-0195,100% COTTON
MENS KABLI - BLACK,Men's Collection,"3,290.00","2,303.00",JS-KAB-TM21-07A-0163,LINEN
MENS PANJABI - MAROON,Men's Collection,"2,690.00","1,883.00",PH-PANK-TM21-11W-15615,100% COTTON
MENS PANJABI - NAVY BLUE 1,Men's Collection,"2,690.00","1,883.00",PH-PANK-TM21-11W-15615,100% COTTON
MENS FORMAL SHIRT- BLACK MAROON,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- BLUE,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- GREEN NAVY,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- PINK,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- WHITE CREAM,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- ASH,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS FORMAL SHIRT- BLUE GREEN,Men's Collection,"2,190.00","1,533.00",MT-FOS-TM21-05F-0250,COTTON
MENS POLO - BLACK,Men's Collection,990.00,495.00,PH-POL-TM19-04-0063,65% COTTON & 35% POLYSTER
MENS PANJABI-WHITE NAVY DOT PRINT,Men's Collection,"1,750.00",525.00,PH-TW18-0333,100% COTTON
MENS PANJABI-WHITE,Men's Collection,"3,490.00","1,047.00",SV-EMP-TM18-53,100% COTTON
MENS JERSEY- INDIA-BLUE,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0310,100% POLYESTER
MENS JERSEY- NEW ZEALAND 2,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0310,100% POLYESTER
MENS JERSEY- PAKISTAN,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0310,100% POLYESTER
MENS JERSEY- SRI LANKA,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0310,100% POLYESTER
MENS JERSEY-AUSTRALIA-YELLOW,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0310,100% POLYESTER
MENS JERSEY- SOUTH AFRICA,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0308,100% POLYESTER
MENS JERSEY- ENGLAND- NAVY,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0308,100% POLYESTER
MENS JERSEY- PAKISTAN,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0333,100% POLYESTER
MENS JERSEY-ENGLAND,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0331,100% POLYESTER
MENS JERSEY-BANGLADESH-GREEN,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0322,100% POLYESTER
MENS JERSEY- SOUTH AFRICA,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0312,100% POLYESTER
MENS JERSEY- BLUE,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0316,100% POLYESTER
MENS JERSEY- RED,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0316,100% POLYESTER
MENS JERSEY- TIGER,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0316,100% POLYESTER
MENS JERSEY- BANGLADESH,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0316,100% POLYESTER
MENS JERSEY-BANGLADESH,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0312,100% POLYESTER
MENS JERSEY- NAVY,Men's Collection,690.00,220.00,RK-TSH-TM19-05F-0323,100% POLYESTER
MENS JERSEY- BLUE,Men's Collection,690.00,414.00,NM-TSH-TM20-03-0040,100% COTTON
MENS JERSEY- OLIVE,Men's Collection,690.00,414.00,NM-TSH-TM20-03-0046,100% POLYESTER
MENS T-SHIRT- ORANGE,Men's Collection,690.00,414.00,NM-TSH-TM20-03-0053,100% POLYESTER
MENS PANJABI- BASE,Men's Collection,,"2,093.00",MY-PANB-TM22-10P-26318,BLENDED
MENS PANJABI- DARK GREEN,Men's Collection,,"1,758.00",PH-PANB-TM22-10P-27066,COTTON
MENS VEST- BLACK,Men's Collection,,"2,316.00",PH-VESB-TM22-10P-13588,COTTON
